Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"tests.LoginTests.wrongPasswordLoginTest47327","Неуспешный логин с неверным паролем","passed","9s 975ms",,,"Открыть login.html?ru passed (3s 878ms)
  $(""open"") https://qa-guru.github.io/one-page-form/login.html?ru passed (3s 873ms)
    $(""webdriver"") create() passed (3s 209ms)
 Ввести user1 в поле логина passed (1s 671ms)
   $(""[data-testid=login-input]"") set value(user1) passed (1s 648ms)
  Ввести неверный пароль в поле пароля passed (1s 332ms)
    $(""[data-testid=password-input]"") set value(wrongpassword) passed (1s 332ms)
   Нажать кнопку submit passed (880ms)
     $(""[data-testid=submit-button]"") click() passed (880ms)
    Проверить текст ошибки ""Неверный логин или пароль"" passed (619ms)
      $(""[data-testid=error-message]"") should have(text ""Неверный логин или пароль"") passed (613ms)",,"Авторизация",,"Одностраничная форма","Авторизация",
